,Uniform,Gaussian,Nearly Sorted,Fully Sorted,Reversed,Few Unique Values
7458,6707,7586,7458,7458,2541,2
7459,62,17297,7459,7459,2540,8
7460,285,-4014,8025,7460,2539,6
7461,2858,12924,7461,7461,2538,3
7462,709,14345,7462,7462,2537,1
7463,1183,-13957,7463,7463,2536,9
7464,154,-6379,7464,7464,2535,0
7465,6277,1891,7465,7465,2534,7
7466,3654,13237,7466,7466,2533,0
7467,2208,-26122,7467,7467,2532,1
7468,8288,15342,7468,7468,2531,2
7469,2741,725,7469,7469,2530,2
7470,5282,1679,7470,7470,2529,7
7471,12,-8671,958,7471,2528,9
7472,2032,1100,7472,7472,2527,1
7473,1184,-17890,7473,7473,2526,8
7474,4006,-6836,202,7474,2525,7
7475,9453,1494,7475,7475,2524,1
7476,8445,8972,7476,7476,2523,8
7477,3400,-7072,7477,7477,2522,8
7478,4764,3441,7478,7478,2521,0
7479,2291,-17027,7479,7479,2520,8
7480,1084,-18910,7480,7480,2519,9
7481,487,288,7481,7481,2518,6
7482,1286,-13907,6562,7482,2517,1
7483,1437,1596,7483,7483,2516,4
7484,5609,-2382,7484,7484,2515,0
7485,3720,1429,7485,7485,2514,1
7486,6466,-349,7486,7486,2513,0
7487,3617,7239,7163,7487,2512,3
7488,1413,10885,7488,7488,2511,2
7489,2615,2498,7489,7489,2510,1
7490,9448,2357,7490,7490,2509,6
7491,5294,1032,7491,7491,2508,3
7492,1635,3955,7492,7492,2507,2
7493,1345,6437,7493,7493,2506,0
7494,1286,-10191,7494,7494,2505,9
7495,565,1931,7495,7495,2504,3
7496,2069,848,7496,7496,2503,5
7497,5324,2114,7497,7497,2502,9
7498,6407,-12517,4155,7498,2501,0
7499,349,10206,7499,7499,2500,7
7500,7067,-50,7500,7500,2499,5
7501,6742,-9389,7501,7501,2498,7
7502,8991,-27329,3765,7502,2497,8
7503,6181,782,7503,7503,2496,2
7504,1732,-8777,7504,7504,2495,3
7505,4570,873,7505,7505,2494,3
7506,1544,11303,7506,7506,2493,8
7507,2279,-8423,7507,7507,2492,7
7508,9497,5773,7508,7508,2491,9
7509,7085,-1153,7509,7509,2490,0
7510,6234,-1512,9377,7510,2489,1
7511,6884,-1290,7511,7511,2488,6
7512,8749,11955,7512,7512,2487,8
7513,3463,11486,7513,7513,2486,3
7514,8867,1181,7514,7514,2485,7
7515,7652,11353,7515,7515,2484,8
7516,5011,-6058,7516,7516,2483,3
7517,5680,6219,7517,7517,2482,2
7518,4065,9502,7518,7518,2481,7
7519,224,20794,7519,7519,2480,6
7520,6522,3491,7520,7520,2479,4
7521,4515,3281,7521,7521,2478,4
7522,5027,-16869,7522,7522,2477,5
7523,4410,-3127,7523,7523,2476,1
7524,3155,-9102,7524,7524,2475,9
7525,5338,13220,7525,7525,2474,6
7526,2399,-6020,856,7526,2473,3
7527,7148,-5545,7527,7527,2472,8
7528,5717,2885,4953,7528,2471,7
7529,3219,-3136,7529,7529,2470,1
7530,2935,8803,7530,7530,2469,6
7531,3242,786,7531,7531,2468,2
7532,7080,-20873,7532,7532,2467,8
7533,1506,-9202,7533,7533,2466,1
7534,8297,10745,7534,7534,2465,9
7535,9379,-4435,7535,7535,2464,3
7536,3266,-16517,8403,7536,2463,3
7537,4601,2068,1330,7537,2462,8
7538,1788,-11464,7538,7538,2461,5
7539,6356,11034,7539,7539,2460,6
7540,9691,14087,7540,7540,2459,2
7541,9603,-13101,7541,7541,2458,0
7542,9954,-7249,7542,7542,2457,6
7543,6288,-3425,7543,7543,2456,2
7544,5138,198,7544,7544,2455,5
7545,1420,33616,7545,7545,2454,9
7546,4733,3835,7546,7546,2453,6
7547,7645,-5339,7547,7547,2452,8
7548,3931,-8905,7548,7548,2451,5
7549,3304,-11052,7549,7549,2450,4
7550,3953,-2570,7550,7550,2449,0
7551,3051,3916,7364,7551,2448,1
7552,6421,-2106,5743,7552,2447,2
7553,4377,13126,7553,7553,2446,8
7554,5310,1807,7554,7554,2445,0
7555,9159,976,7555,7555,2444,5
7556,8369,7112,7556,7556,2443,7
7557,5141,-7157,7557,7557,2442,0
7558,8027,1957,7558,7558,2441,9
7559,1518,-3835,7559,7559,2440,7
7560,6653,-433,7560,7560,2439,1
7561,9504,1612,1745,7561,2438,8
7562,8890,-1716,7562,7562,2437,4
7563,2914,-5935,7961,7563,2436,5
7564,9552,1478,7564,7564,2435,1
7565,8826,810,7565,7565,2434,9
7566,6878,-6371,7566,7566,2433,2
7567,456,14697,7567,7567,2432,2
7568,7454,7771,7568,7568,2431,7
7569,9843,-700,7569,7569,2430,3
7570,1223,870,8834,7570,2429,6
7571,5099,-2649,1926,7571,2428,4
7572,357,-1232,7572,7572,2427,3
7573,5846,-4344,172,7573,2426,3
7574,5242,16744,7574,7574,2425,7
7575,7925,2541,7575,7575,2424,9
7576,827,-6115,5829,7576,2423,4
7577,5661,-3022,7577,7577,2422,5
7578,8567,-1333,7578,7578,2421,8
7579,5318,-5758,7579,7579,2420,2
7580,7475,5226,7580,7580,2419,5
7581,9217,-2424,4216,7581,2418,4
7582,2605,-20937,7582,7582,2417,9
7583,3683,1644,7583,7583,2416,7
7584,6190,-3004,7584,7584,2415,3
7585,2236,-2269,7585,7585,2414,4
7586,6991,-5793,7586,7586,2413,3
7587,1239,-5660,7587,7587,2412,6
7588,6920,2300,7588,7588,2411,4
7589,6366,19294,7786,7589,2410,3
7590,8846,7179,7590,7590,2409,8
7591,5813,-3326,7591,7591,2408,3
7592,3011,2729,1729,7592,2407,2
7593,5324,-6693,8117,7593,2406,0
7594,1433,26267,7594,7594,2405,0
7595,6295,-11441,7595,7595,2404,3
7596,4693,3959,7596,7596,2403,2
7597,5952,-5105,7597,7597,2402,6
7598,4454,4371,7598,7598,2401,1
7599,8351,-3629,7599,7599,2400,2
7600,6396,-14294,7600,7600,2399,2
7601,1715,6646,7601,7601,2398,1
7602,9283,4904,7602,7602,2397,7
7603,6635,-11961,7603,7603,2396,5
7604,8867,15863,6794,7604,2395,8
7605,2790,-1224,7605,7605,2394,7
7606,157,-7937,7606,7606,2393,5
7607,6435,-10805,7607,7607,2392,6
7608,4442,837,3370,7608,2391,2
7609,2537,-11787,7609,7609,2390,3
7610,1355,17095,7610,7610,2389,5
7611,698,-26253,7611,7611,2388,9
7612,9939,-7916,7612,7612,2387,2
7613,700,-10120,3187,7613,2386,6
7614,9398,14274,7614,7614,2385,7
7615,6862,-8229,7615,7615,2384,8
7616,8448,6925,7616,7616,2383,3
7617,2122,11858,7617,7617,2382,1
7618,9359,-6456,7618,7618,2381,6
7619,9181,-4147,7619,7619,2380,7
7620,9590,2275,7620,7620,2379,4
7621,3406,13159,7621,7621,2378,7
7622,3487,-7165,8670,7622,2377,4
7623,7827,-14285,7623,7623,2376,3
7624,5172,6398,7624,7624,2375,0
7625,5693,9821,7625,7625,2374,9
7626,5141,11435,7626,7626,2373,4
7627,7311,-6527,7627,7627,2372,4
7628,7630,-8537,7628,7628,2371,1
7629,9766,-866,7629,7629,2370,7
7630,3616,3890,7630,7630,2369,6
7631,799,-19676,7631,7631,2368,2
7632,5684,11514,7632,7632,2367,5
7633,2623,-9917,7633,7633,2366,2
7634,545,6630,7634,7634,2365,5
7635,7598,19808,7635,7635,2364,1
7636,6008,-2545,7636,7636,2363,5
7637,9238,-5614,1712,7637,2362,7
7638,8153,9910,7638,7638,2361,6
7639,3615,11509,7639,7639,2360,6
7640,8851,7281,5397,7640,2359,0
7641,8854,2921,7641,7641,2358,1
7642,9923,5733,7642,7642,2357,3
7643,4693,-2979,7643,7643,2356,2
7644,5384,-7259,7644,7644,2355,6
7645,4532,-11940,7645,7645,2354,2
7646,1515,-703,7646,7646,2353,8
7647,8554,19960,7647,7647,2352,7
7648,2785,19991,7648,7648,2351,9
7649,4006,-1572,7649,7649,2350,1
7650,8898,-19006,7650,7650,2349,1
7651,1083,9735,7651,7651,2348,5
7652,1196,27229,7652,7652,2347,6
7653,2299,-6303,7653,7653,2346,1
7654,2126,4221,7654,7654,2345,5
7655,9204,13450,7655,7655,2344,7
7656,9931,-3899,7656,7656,2343,4
7657,5047,-25869,7657,7657,2342,9
7658,8973,9256,7658,7658,2341,3
7659,4035,21123,7659,7659,2340,4
7660,2486,4387,7660,7660,2339,1
7661,8235,-17865,3218,7661,2338,6
7662,4950,6310,7662,7662,2337,7
7663,940,-830,1196,7663,2336,0
7664,961,-7986,8433,7664,2335,4
7665,8843,11927,7665,7665,2334,4
7666,9153,-9465,7666,7666,2333,9
7667,3974,-22689,7667,7667,2332,1
7668,2012,-20010,7668,7668,2331,7
7669,5716,247,6841,7669,2330,7
7670,7729,-167,7670,7670,2329,9
7671,4261,3112,7671,7671,2328,8
7672,7471,-7324,4277,7672,2327,7
7673,3469,-5787,7673,7673,2326,3
7674,2533,-5036,7674,7674,2325,0
7675,2830,-5062,7675,7675,2324,4
7676,5956,1898,7676,7676,2323,8
7677,6113,11489,7677,7677,2322,9
7678,7246,3489,7678,7678,2321,7
7679,6884,-34873,7698,7679,2320,2
7680,2641,2795,7680,7680,2319,6
7681,3725,11145,7681,7681,2318,2
7682,1618,8550,7682,7682,2317,3
7683,4708,17452,7683,7683,2316,3
7684,7458,-8456,7684,7684,2315,6
7685,2961,22636,7685,7685,2314,8
7686,6985,5089,7686,7686,2313,3
7687,4447,-9523,7687,7687,2312,5
7688,6090,1513,7688,7688,2311,9
7689,7113,-12697,4799,7689,2310,8
7690,2407,-12456,7690,7690,2309,8
7691,884,-10014,7691,7691,2308,0
7692,3327,1243,7692,7692,2307,8
7693,2847,-143,7693,7693,2306,9
7694,5216,10717,7694,7694,2305,9
7695,2667,8310,7695,7695,2304,4
7696,2605,-8571,7696,7696,2303,3
7697,4250,2682,5568,7697,2302,5
7698,1821,7151,7698,7698,2301,6
7699,1164,-4147,7431,7699,2300,4
7700,8927,6926,7700,7700,2299,2
7701,8171,-2733,7701,7701,2298,3
7702,7531,6117,7702,7702,2297,8
7703,7158,5159,7605,7703,2296,7
7704,1591,21037,7704,7704,2295,5
7705,4592,6579,7705,7705,2294,5
7706,5083,2855,7706,7706,2293,5
7707,7684,2130,7707,7707,2292,0
7708,419,-4561,2700,7708,2291,8
7709,5160,3885,7709,7709,2290,7
7710,6371,-2806,7710,7710,2289,9
7711,7164,4223,7711,7711,2288,9
7712,1986,-8459,7712,7712,2287,0
7713,4272,-17367,7713,7713,2286,9
7714,269,-12740,7714,7714,2285,5
7715,7844,-7436,7715,7715,2284,5
7716,6832,-2197,7716,7716,2283,3
7717,7287,-10588,7717,7717,2282,2
7718,4808,6345,7718,7718,2281,2
7719,1815,-5156,7719,7719,2280,9
7720,7380,-5440,7720,7720,2279,6
7721,2421,5214,7721,7721,2278,3
7722,319,-17145,7722,7722,2277,3
7723,8873,6297,7723,7723,2276,5
7724,1358,-14701,7724,7724,2275,6
7725,1075,-4930,7725,7725,2274,0
7726,5504,-5795,7726,7726,2273,5
7727,3198,13769,7727,7727,2272,8
7728,9024,11424,7728,7728,2271,7
7729,3521,-13891,7729,7729,2270,8
7730,7085,-7008,7730,7730,2269,7
7731,6289,19931,7731,7731,2268,2
7732,1593,-4411,7732,7732,2267,7
7733,5940,-9649,7733,7733,2266,8
7734,1533,6006,7734,7734,2265,1
7735,6564,2330,7735,7735,2264,0
7736,1111,-1704,4786,7736,2263,8
7737,7924,-6654,7737,7737,2262,8
7738,2069,11636,7738,7738,2261,8
7739,2768,-7916,7739,7739,2260,2
7740,2253,1737,7740,7740,2259,3
7741,5685,-7085,7741,7741,2258,4
7742,3494,2312,7742,7742,2257,0
7743,2340,-13322,7743,7743,2256,4
7744,2925,-20767,553,7744,2255,6
7745,9621,203,7745,7745,2254,4
7746,3095,-2591,7875,7746,2253,8
7747,2913,-7381,7747,7747,2252,0
7748,2053,19239,7289,7748,2251,6
7749,9812,-19612,7749,7749,2250,5
7750,3094,-4557,7750,7750,2249,6
7751,2505,4063,7751,7751,2248,5
7752,2137,-1495,7752,7752,2247,3
7753,6423,3336,7753,7753,2246,4
7754,7352,3071,7754,7754,2245,3
7755,8023,4234,7755,7755,2244,4
7756,7047,-4810,7756,7756,2243,5
7757,1694,-118,7757,7757,2242,1
7758,2443,-15179,7758,7758,2241,4
7759,7477,4600,546,7759,2240,9
7760,9255,7012,7760,7760,2239,4
7761,1795,-8122,7761,7761,2238,3
7762,5134,13071,4200,7762,2237,5
7763,5465,-15075,7763,7763,2236,8
7764,8976,1180,7764,7764,2235,1
7765,7518,14049,8915,7765,2234,4
7766,6399,7007,7766,7766,2233,2
7767,9556,3638,7767,7767,2232,0
7768,1820,1997,7768,7768,2231,3
7769,2127,1,7769,7769,2230,0
7770,6081,-6544,7770,7770,2229,5
7771,1002,14313,2681,7771,2228,1
7772,8726,-3651,7772,7772,2227,6
7773,6587,-14037,7773,7773,2226,1
7774,1019,-12971,7774,7774,2225,3
7775,7245,1201,7775,7775,2224,9
7776,1114,5521,7776,7776,2223,6
7777,6179,10210,8225,7777,2222,8
7778,8350,2243,8210,7778,2221,2
7779,5911,2697,7779,7779,2220,2
7780,5635,-10350,7780,7780,2219,8
7781,6691,2619,7781,7781,2218,3
7782,7540,-7560,7782,7782,2217,2
7783,456,-6805,7783,7783,2216,3
7784,984,-2121,7784,7784,2215,5
7785,7600,4393,7785,7785,2214,0
7786,9211,22037,7786,7786,2213,4
7787,1124,16195,410,7787,2212,5
7788,9125,-8785,7788,7788,2211,6
7789,7992,-14093,7789,7789,2210,4
7790,6455,1496,7790,7790,2209,7
7791,3187,-4120,7791,7791,2208,4
7792,2663,-7891,7792,7792,2207,5
7793,3114,-1368,7793,7793,2206,6
7794,7427,13138,7794,7794,2205,2
7795,4980,12401,7795,7795,2204,4
7796,162,-8556,7796,7796,2203,9
7797,8473,-5681,7797,7797,2202,5
7798,3538,-5338,7798,7798,2201,8
7799,5240,-9645,7799,7799,2200,4
7800,1572,730,7800,7800,2199,6
7801,9127,9609,7801,7801,2198,9
7802,4629,-4638,7802,7802,2197,5
7803,3165,12715,7803,7803,2196,8
7804,3017,5528,7804,7804,2195,8
7805,647,-1239,7805,7805,2194,8
7806,8564,-10832,7806,7806,2193,2
7807,6902,15877,7807,7807,2192,3
7808,7291,-6771,7808,7808,2191,6
7809,9425,-4086,7809,7809,2190,1
7810,1355,-2046,7810,7810,2189,0
7811,636,-16782,7811,7811,2188,7
7812,7652,-2735,961,7812,2187,1
7813,8607,12266,7813,7813,2186,5
7814,8056,868,7814,7814,2185,1
7815,7050,1738,7815,7815,2184,2
7816,5118,2791,7816,7816,2183,9
7817,3497,5887,7817,7817,2182,1
7818,8903,10368,7818,7818,2181,8
7819,9057,803,7819,7819,2180,7
7820,7631,5572,7820,7820,2179,9
7821,2824,3949,7821,7821,2178,9
7822,9388,-6960,2610,7822,2177,4
7823,7032,-11179,3254,7823,2176,8
7824,1437,10640,7824,7824,2175,3
7825,3270,-14134,7825,7825,2174,8
7826,3803,14434,7826,7826,2173,0
7827,3131,-6445,3209,7827,2172,8
7828,905,494,4115,7828,2171,9
7829,9055,16187,7829,7829,2170,2
7830,7853,-915,7830,7830,2169,5
7831,2404,2087,2724,7831,2168,8
7832,9426,1971,7832,7832,2167,7
7833,7212,6982,6868,7833,2166,8
7834,9061,-13852,7834,7834,2165,8
7835,8563,15365,5905,7835,2164,2
7836,9223,7730,7836,7836,2163,6
7837,7854,-16023,7837,7837,2162,3
7838,6860,13653,8419,7838,2161,8
7839,622,2889,7951,7839,2160,0
7840,6907,-962,7840,7840,2159,2
7841,8341,-2729,7841,7841,2158,5
7842,1196,-25288,5690,7842,2157,2
7843,2121,4507,7843,7843,2156,6
7844,629,6411,7844,7844,2155,4
7845,2984,-2464,7845,7845,2154,1
7846,3090,-9197,7846,7846,2153,3
7847,8261,19655,7847,7847,2152,1
7848,7823,10216,7848,7848,2151,9
7849,7721,5512,7849,7849,2150,7
7850,7343,25715,8128,7850,2149,6
7851,3750,-19542,7851,7851,2148,9
7852,6183,3125,7852,7852,2147,7
7853,1792,1838,7853,7853,2146,6
7854,9574,-14003,7854,7854,2145,0
7855,1158,-13947,7855,7855,2144,9
7856,8482,-20922,7856,7856,2143,8
7857,8473,2934,7857,7857,2142,9
7858,9009,-11594,7858,7858,2141,2
7859,6422,1476,7859,7859,2140,7
7860,586,6690,7860,7860,2139,8
7861,9473,-7498,7861,7861,2138,8
7862,4501,-5699,7862,7862,2137,2
7863,8607,2635,7863,7863,2136,1
7864,2702,11086,7864,7864,2135,9
7865,4989,-4768,7865,7865,2134,0
7866,1301,-6933,9149,7866,2133,0
7867,1872,-1202,7867,7867,2132,4
7868,3053,-9974,7868,7868,2131,3
7869,4034,-1476,7869,7869,2130,4
7870,6190,9024,604,7870,2129,3
7871,6494,12838,7871,7871,2128,6
7872,3789,7171,7872,7872,2127,9
7873,16,-4128,7141,7873,2126,5
7874,5434,19448,7874,7874,2125,5
7875,3174,-14030,7875,7875,2124,0
7876,469,3179,7876,7876,2123,7
7877,2302,8104,7877,7877,2122,0
7878,594,-2607,7878,7878,2121,7
7879,3608,-17310,7879,7879,2120,6
7880,8093,-2534,7880,7880,2119,2
7881,3541,-4117,7881,7881,2118,3
7882,2700,-13778,7882,7882,2117,2
7883,9279,4435,7883,7883,2116,2
7884,1272,2603,7884,7884,2115,6
7885,4876,3391,4863,7885,2114,1
7886,3568,-9912,7886,7886,2113,1
7887,1082,-14231,7887,7887,2112,0
7888,1964,3693,7888,7888,2111,5
7889,1878,7339,7889,7889,2110,1
7890,611,10629,7890,7890,2109,1
7891,4320,-11605,7891,7891,2108,9
7892,9310,-18605,7892,7892,2107,8
7893,3857,-10706,7893,7893,2106,4
7894,9648,14661,7894,7894,2105,4
7895,4533,-23041,7895,7895,2104,6
7896,2039,9303,7896,7896,2103,3
7897,6520,5052,7897,7897,2102,6
7898,1488,6068,7898,7898,2101,7
7899,2903,-97,7899,7899,2100,6
7900,5573,4370,7900,7900,2099,2
7901,3666,-4329,7901,7901,2098,9
7902,3399,-4452,7902,7902,2097,5
7903,6025,-14264,7903,7903,2096,7
7904,2269,-8628,7904,7904,2095,0
7905,7539,1932,7905,7905,2094,7
7906,5512,5985,5769,7906,2093,6
7907,1356,-6075,7907,7907,2092,2
7908,6541,-7109,7908,7908,2091,0
7909,9503,-2377,7909,7909,2090,6
7910,742,-12346,7910,7910,2089,8
7911,9035,-1317,7911,7911,2088,7
7912,8523,142,7912,7912,2087,8
7913,9156,-26252,7913,7913,2086,9
7914,9164,2815,802,7914,2085,9
7915,856,-6301,7915,7915,2084,6
7916,9079,16246,7916,7916,2083,9
7917,786,-8550,7917,7917,2082,9
7918,7859,-4218,7918,7918,2081,7
7919,5694,10902,7919,7919,2080,8
7920,7077,457,7920,7920,2079,3
7921,2634,-6842,6092,7921,2078,7
7922,6698,-9803,7922,7922,2077,7
7923,5823,11378,3021,7923,2076,6
7924,4232,-19942,7924,7924,2075,2
7925,5157,11360,4119,7925,2074,2
7926,6882,12068,7926,7926,2073,8
7927,6150,15765,7927,7927,2072,0
7928,8303,-8998,2647,7928,2071,0
7929,5739,-14305,7929,7929,2070,3
7930,5345,24207,7930,7930,2069,0
7931,6114,8648,5468,7931,2068,1
7932,233,392,7932,7932,2067,7
7933,3967,-1250,7933,7933,2066,8
7934,9760,5736,7423,7934,2065,8
7935,5117,-1721,7935,7935,2064,7
7936,7788,6548,9245,7936,2063,1
7937,2785,6468,7937,7937,2062,1
7938,2585,-4827,7938,7938,2061,7
7939,2997,-7047,8395,7939,2060,1
7940,9310,-12217,7940,7940,2059,0
7941,8390,1858,7941,7941,2058,3
7942,2899,-4596,7942,7942,2057,1
7943,6543,14797,7943,7943,2056,9
7944,9595,-4864,7944,7944,2055,9
7945,4012,-14829,7945,7945,2054,8
7946,168,-12287,5681,7946,2053,1
7947,1493,-10947,7947,7947,2052,0
7948,4433,569,7948,7948,2051,9
7949,6890,5916,7949,7949,2050,3
7950,1594,9992,7950,7950,2049,3
7951,6872,5683,7010,7951,2048,9
7952,1321,-4458,7952,7952,2047,2
7953,5176,-9057,7953,7953,2046,9
7954,9416,-16443,7954,7954,2045,8
7955,4076,-677,7955,7955,2044,9
7956,6191,-1459,7956,7956,2043,0
7957,7217,-3492,7957,7957,2042,8
7958,3974,-8769,7958,7958,2041,6
7959,916,-5560,7959,7959,2040,7
7960,225,6159,7960,7960,2039,2
7961,5684,67,7961,7961,2038,9
7962,6817,-2526,5383,7962,2037,4
7963,1034,3471,7963,7963,2036,0
7964,2149,21046,7964,7964,2035,0
7965,1492,14072,7965,7965,2034,2
7966,877,-6936,7966,7966,2033,6
7967,2443,-625,3007,7967,2032,1
7968,254,-8117,7968,7968,2031,5
7969,6399,-14176,7969,7969,2030,7
7970,222,2374,7970,7970,2029,8
7971,3681,-3851,7971,7971,2028,3
7972,2573,-7141,7972,7972,2027,8
7973,1947,-6984,7973,7973,2026,6
7974,7716,-475,7974,7974,2025,8
7975,376,-4294,7975,7975,2024,9
7976,305,6158,7976,7976,2023,0
7977,9780,9633,7977,7977,2022,0
7978,6347,-3036,7978,7978,2021,4
7979,1526,-1278,7979,7979,2020,5
7980,2193,-4731,7980,7980,2019,5
7981,2927,-15123,8323,7981,2018,6
7982,26,5819,7982,7982,2017,6
7983,4732,-5060,7983,7983,2016,8
7984,3820,-3870,7984,7984,2015,7
7985,6,6760,7985,7985,2014,1
7986,8763,-7054,7986,7986,2013,2
7987,4133,-7801,7987,7987,2012,0
7988,2365,-761,7988,7988,2011,2
7989,7979,-15343,7989,7989,2010,1
7990,8183,7442,7990,7990,2009,6
7991,3348,1514,7991,7991,2008,4
7992,8630,-4873,7992,7992,2007,6
7993,4970,9391,7993,7993,2006,8
7994,4914,2324,7994,7994,2005,2
7995,2896,5871,125,7995,2004,7
7996,4741,1296,7996,7996,2003,9
7997,7655,-7090,7997,7997,2002,0
7998,4190,8978,3163,7998,2001,4
7999,827,-6540,7999,7999,2000,5
8000,9700,-13469,8000,8000,1999,8
8001,7113,-20138,8001,8001,1998,4
8002,2321,24042,8002,8002,1997,8
8003,3282,7613,8003,8003,1996,4
8004,6152,3091,8004,8004,1995,6
8005,7609,708,8005,8005,1994,6
8006,1108,-1649,8006,8006,1993,7
8007,2867,-981,8007,8007,1992,7
8008,2608,21974,8008,8008,1991,5
8009,3084,3463,8009,8009,1990,2
8010,4417,-6142,655,8010,1989,2
8011,8958,25483,8011,8011,1988,7
8012,2469,15546,8012,8012,1987,2
8013,7105,3001,8013,8013,1986,9
8014,5055,1868,3194,8014,1985,8
8015,5582,5174,8015,8015,1984,2
8016,5210,-4313,8016,8016,1983,1
8017,2838,-6604,8017,8017,1982,2
8018,143,-16333,8018,8018,1981,2
8019,6456,1381,8019,8019,1980,9
8020,8177,-11857,8020,8020,1979,7
8021,7781,-304,8021,8021,1978,0
8022,5103,-1706,8022,8022,1977,4
8023,9319,-4834,8023,8023,1976,5
8024,5027,7143,8024,8024,1975,2
8025,7665,6876,9827,8025,1974,1
8026,5630,-20087,8026,8026,1973,7
8027,3500,-4069,8027,8027,1972,2
8028,2229,7579,8028,8028,1971,1
8029,6580,-13075,8029,8029,1970,7
8030,8897,14375,8030,8030,1969,0
8031,6487,-197,8031,8031,1968,5
8032,8582,2139,8032,8032,1967,6
8033,8953,4562,8033,8033,1966,6
8034,1828,5269,2469,8034,1965,9
8035,9460,-9500,8035,8035,1964,1
8036,6091,-9881,3650,8036,1963,6
8037,3841,-944,3558,8037,1962,4
8038,7758,3070,8038,8038,1961,1
8039,1205,-11366,8039,8039,1960,0
8040,688,11717,8040,8040,1959,8
8041,9838,12130,8041,8041,1958,2
8042,8518,6553,1069,8042,1957,5
8043,3551,828,8043,8043,1956,8
8044,1372,2294,8044,8044,1955,8
8045,7186,12339,9731,8045,1954,7
8046,9438,9893,9607,8046,1953,2
8047,2813,1470,9964,8047,1952,8
8048,6761,2066,8048,8048,1951,4
8049,9589,-28391,2169,8049,1950,7
8050,507,896,8050,8050,1949,3
8051,3209,-5978,8051,8051,1948,9
8052,165,12541,1076,8052,1947,6
8053,3366,-6126,8053,8053,1946,7
8054,3460,-6609,8054,8054,1945,2
8055,6511,-5546,8055,8055,1944,6
8056,4899,4732,8056,8056,1943,2
8057,6740,-12470,8057,8057,1942,4
8058,8924,12902,8058,8058,1941,7
8059,6638,-427,8059,8059,1940,8
8060,2956,-8342,7559,8060,1939,4
8061,8922,-11641,8061,8061,1938,2
8062,7210,-4185,8062,8062,1937,2
8063,3824,-15267,9093,8063,1936,6
8064,3319,-3375,8064,8064,1935,2
8065,5476,-23628,8065,8065,1934,9
8066,4306,3561,8066,8066,1933,9
8067,5114,19341,8843,8067,1932,0
8068,4741,2662,8068,8068,1931,8
8069,2693,10041,8069,8069,1930,4
8070,9404,1502,8070,8070,1929,4
8071,536,15390,8071,8071,1928,4
8072,1491,755,8072,8072,1927,5
8073,3826,-2213,8073,8073,1926,2
8074,7881,-8095,8074,8074,1925,5
8075,9492,4527,8075,8075,1924,0
8076,3175,-16520,8076,8076,1923,0
8077,3861,5960,8077,8077,1922,1
8078,8008,15846,8078,8078,1921,7
8079,8956,-3278,8079,8079,1920,1
8080,2060,5260,8080,8080,1919,6
8081,5065,-8388,8081,8081,1918,6
8082,4628,22970,8082,8082,1917,7
8083,3639,14811,8083,8083,1916,3
8084,6883,4028,8084,8084,1915,7
8085,3432,9504,8085,8085,1914,2
8086,8346,-15945,7555,8086,1913,2
8087,6474,8205,8087,8087,1912,7
8088,9855,4278,8088,8088,1911,7
8089,9811,-20217,8089,8089,1910,4
8090,3386,4084,8090,8090,1909,3
8091,9910,4113,8091,8091,1908,1
8092,7084,5051,8092,8092,1907,8
8093,3556,2557,9695,8093,1906,2
8094,6056,-11618,8094,8094,1905,0
8095,6151,9489,8095,8095,1904,8
8096,5573,6719,8096,8096,1903,2
8097,5920,17014,8097,8097,1902,4
8098,3797,14684,8098,8098,1901,3
8099,356,2019,8099,8099,1900,3
8100,8920,19291,8100,8100,1899,6
8101,183,11199,8101,8101,1898,0
8102,8594,-9475,8102,8102,1897,1
8103,3101,3335,2948,8103,1896,0
8104,7024,8022,8104,8104,1895,4
8105,3342,4290,8105,8105,1894,5
8106,7059,-6168,9601,8106,1893,0
8107,6900,9764,9442,8107,1892,3
8108,6379,7266,8108,8108,1891,6
8109,593,783,8109,8109,1890,9
8110,8535,-22440,8110,8110,1889,5
8111,1248,4655,8111,8111,1888,5
8112,2110,-6325,1967,8112,1887,6
8113,3720,18068,8113,8113,1886,5
8114,8081,6867,8114,8114,1885,6
8115,7456,16476,8115,8115,1884,4
8116,7570,-6574,8116,8116,1883,6
8117,5171,9222,8117,8117,1882,2
8118,3114,-4212,8118,8118,1881,7
8119,4319,-1629,8119,8119,1880,6
8120,7121,-15999,8120,8120,1879,9
8121,7160,-6657,2677,8121,1878,3
8122,9736,-6283,8122,8122,1877,4
8123,779,5043,8123,8123,1876,3
8124,3611,-9189,8124,8124,1875,2
8125,5865,-5130,8125,8125,1874,8
8126,4453,-12595,8126,8126,1873,4
8127,9430,-48,896,8127,1872,7
8128,3661,24835,8128,8128,1871,1
8129,4237,7360,8129,8129,1870,9
8130,4227,-20010,8130,8130,1869,1
8131,4621,5922,8131,8131,1868,8
8132,2065,1306,8132,8132,1867,0
8133,4537,-5056,8133,8133,1866,7
8134,5694,-3503,8134,8134,1865,9
8135,7766,1480,8135,8135,1864,6
8136,8211,4173,8136,8136,1863,7
8137,2702,26138,8137,8137,1862,4
8138,5797,4036,8138,8138,1861,0
8139,794,-2963,8139,8139,1860,6
8140,3363,-11456,8140,8140,1859,4
8141,5264,1057,5494,8141,1858,8
8142,9135,2639,8142,8142,1857,6
8143,9467,2058,8143,8143,1856,2
8144,2458,-3025,5310,8144,1855,2
